StationID,endTime,rfd,tsoil,t2m,t60cm,t10m,rh,ws,wsmax,wdir,rain,dp
260,2021-09-12T23:45:00-05:00,0.59,26.23,22.04,20.87,22.18,92.5,2.04,3.89,85.5,0,20.77
260,2021-09-12T23:30:00-05:00,0.584,26.29,22.3,21.12,22.5,91.6,2.99,6.01,78.3,0,20.87
260,2021-09-12T23:15:00-05:00,0.585,26.35,22.66,21.64,22.67,90.8,2.89,4.54,90.2,0,21.08
260,2021-09-12T23:00:00-05:00,0.585,26.41,23.02,22.03,22.98,89,3.95,6.12,84.9,0,21.11
260,2021-09-12T22:45:00-05:00,0.586,26.47,23.24,22.29,23.2,88.4,4.79,10.51,88.4,0,21.22
260,2021-09-12T22:30:00-05:00,0.585,26.54,23.32,22.34,23.41,88.5,6.29,10.55,86.9,0,21.31
260,2021-09-12T22:15:00-05:00,0.585,26.6,23.62,22.55,23.6,87.2,5.15,7.74,109,0,21.37
260,2021-09-12T22:00:00-05:00,0.585,26.66,23.87,22.8,23.84,86.3,5.15,8.03,101.5,0,21.44
260,2021-09-12T21:45:00-05:00,0.585,26.73,24.24,23.25,24.26,84.2,5.61,7.99,75.2,0,21.41
260,2021-09-12T21:30:00-05:00,0.585,26.79,24.5,23.5,24.51,83.8,6.45,10.01,91.3,0,21.58
260,2021-09-12T21:15:00-05:00,0.587,26.86,24.53,23.45,24.65,84.2,6.86,12.63,88.9,0,21.69
260,2021-09-12T21:00:00-05:00,0.587,26.92,24.43,23.36,24.64,86.1,5.21,9.14,92.2,0,21.96
260,2021-09-12T20:45:00-05:00,0.593,26.97,24.95,23.82,24.93,83.6,4.62,7.16,95.7,0,21.98
260,2021-09-12T20:30:00-05:00,0.605,27.03,25.32,24.23,25.3,81.1,5.38,9.07,86.4,0,21.85
260,2021-09-12T20:15:00-05:00,0.636,27.09,25.58,24.45,25.68,79.9,5.97,9.29,79.7,0,21.86
260,2021-09-12T20:00:00-05:00,0.892,27.14,25.95,24.86,26.03,78.5,5.84,8.64,70.1,0,21.93
260,2021-09-12T19:45:00-05:00,2.555,27.19,26.31,25.22,26.42,78,5.95,9.72,68.48,0,22.17
260,2021-09-12T19:30:00-05:00,9.28,27.23,26.92,25.97,26.9,74.9,5.28,7.67,72.2,0,22.1
260,2021-09-12T19:15:00-05:00,19.03,27.26,27.52,26.67,27.46,71.5,6.26,9.58,70.9,0,21.91
260,2021-09-12T19:00:00-05:00,34.78,27.28,28.12,27.52,28.01,68.39,6.28,11.64,83.6,0,21.76
260,2021-09-12T18:45:00-05:00,83.6,27.3,28.94,28.79,28.63,64.5,9.45,15.87,82.2,0,21.58
260,2021-09-12T18:30:00-05:00,173.9,27.31,29.41,29.37,28.98,61.88,11.88,18.51,79.6,0,21.35
260,2021-09-12T18:15:00-05:00,213.2,27.31,29.72,29.76,29.13,64.34,12.97,19.23,86.3,0,22.28
260,2021-09-12T18:00:00-05:00,257.8,27.3,29.87,29.97,29.26,63.88,13.31,21.02,92.5,0,22.3
260,2021-09-12T17:45:00-05:00,303.7,27.28,29.97,30.21,29.32,63.08,13.02,18.68,91.9,0,22.19
260,2021-09-12T17:30:00-05:00,350.4,27.25,30.17,30.48,29.42,63.24,12.25,21.48,88.6,0,22.42
260,2021-09-12T17:15:00-05:00,399.1,27.21,30.14,30.41,29.35,63.37,13.78,20.45,74.1,0,22.42
260,2021-09-12T17:00:00-05:00,439.1,27.17,30.27,30.6,29.43,65.21,14.79,26.78,83.5,0,23.02
260,2021-09-12T16:45:00-05:00,479.7,27.11,30.36,30.74,29.47,65.92,13.16,20.92,69.93,0,23.28
260,2021-09-12T16:30:00-05:00,528.3,27.05,30.41,30.92,29.52,65.47,12.97,21.21,72.6,0,23.22
260,2021-09-12T16:15:00-05:00,521.1,26.98,30.24,30.45,29.44,65.07,13.84,21.45,80.4,0,22.96
260,2021-09-12T16:00:00-05:00,409.5,26.89,30.26,30.36,29.54,62.96,14.44,22.68,81.1,0,22.43
260,2021-09-12T15:45:00-05:00,465,26.8,30.32,30.46,29.61,63.05,13.34,23.05,75.2,0,22.51
260,2021-09-12T15:30:00-05:00,557.4,26.7,30.36,30.6,29.56,62.29,16.09,24.37,75,0,22.35
260,2021-09-12T15:15:00-05:00,557.7,26.58,30.38,30.59,29.56,62.29,15.45,26.31,83.9,0,22.37
260,2021-09-12T15:00:00-05:00,670.8,26.46,30.59,30.87,29.65,64.53,17.03,29.08,72.9,0,23.15
260,2021-09-12T14:45:00-05:00,615.3,26.33,30.44,30.72,29.53,65.43,15.92,24.94,81,0,23.24
260,2021-09-12T14:30:00-05:00,674.2,26.2,30.65,31.04,29.69,66.33,14.71,25.67,70.4,0,23.66
260,2021-09-12T14:15:00-05:00,830,26.08,30.76,31.41,29.62,68.41,13.66,22.47,76.1,0,24.28
260,2021-09-12T14:00:00-05:00,812,25.96,30.49,30.99,29.54,69.12,12.89,22.21,67.23,0,24.19
260,2021-09-12T13:45:00-05:00,478.6,25.83,30.02,30.19,29.24,69.03,13.34,25.88,76.9,0,23.72
260,2021-09-12T13:30:00-05:00,679.9,25.7,30.59,31.08,29.49,67.09,14.58,22.76,88.3,0,23.79
260,2021-09-12T13:15:00-05:00,829,25.59,30.73,31.28,29.57,66.17,14.98,27.71,100.2,0,23.7
260,2021-09-12T13:00:00-05:00,766,25.49,30.35,30.85,29.32,65.9,15.98,28.26,97.8,0,23.27
260,2021-09-12T12:45:00-05:00,778,25.39,30.5,31.08,29.41,67.55,12.6,23.9,107.2,0,23.82
260,2021-09-12T12:30:00-05:00,575.5,25.3,29.58,29.83,28.68,69.1,17.49,26.31,95.9,0,23.32
260,2021-09-12T12:15:00-05:00,687,25.22,29.84,30.29,28.77,71.7,15.06,21.82,113.3,0,24.18
260,2021-09-12T12:00:00-05:00,632,25.15,29.35,29.79,28.29,74.9,14.98,25.59,92.9,0,24.44
260,2021-09-12T11:45:00-05:00,558.9,25.08,29.06,29.42,28.16,75.8,13.26,21.71,101.4,0,24.36
260,2021-09-12T11:30:00-05:00,395.3,25.01,28.5,28.69,27.7,77.7,13.31,24.59,90.3,0,24.23
260,2021-09-12T11:15:00-05:00,445.4,24.96,28.86,29.25,27.96,78.2,11.49,18.89,87.4,0,24.69
260,2021-09-12T11:00:00-05:00,452.5,24.9,28.26,28.34,27.43,78.7,15.77,25.81,78.6,0,24.21
260,2021-09-12T10:45:00-05:00,477.5,24.86,28.31,28.67,27.34,80.7,14.87,27.07,85.2,0,24.68
260,2021-09-12T10:30:00-05:00,525.9,24.83,27.88,28.22,26.95,82.7,15.56,25.56,85.5,0,24.67
260,2021-09-12T10:15:00-05:00,401,24.81,27.48,27.72,26.63,83.9,17.01,30.27,87.7,0,24.52
260,2021-09-12T10:00:00-05:00,391.1,24.79,27.2,27.38,26.43,85.4,14.29,26.75,75.3,0,24.54
260,2021-09-12T09:45:00-05:00,386.1,24.79,26.88,27.2,26.11,87.3,12.54,26.1,79.3,0,24.59
260,2021-09-12T09:30:00-05:00,334.2,24.78,26.13,26.38,25.44,89.6,10.17,18.75,64.89,0,24.29
260,2021-09-12T09:15:00-05:00,188.6,24.79,25.57,25.67,24.96,90.9,9.34,16.88,62.67,0,23.97
260,2021-09-12T09:00:00-05:00,255.5,24.8,25.13,25.35,24.58,92.4,8.67,16.82,63.85,0,23.81
260,2021-09-12T08:45:00-05:00,214.7,24.82,24.13,24.37,23.66,94.2,7.93,13.47,53.26,0,23.14
260,2021-09-12T08:30:00-05:00,156.7,24.83,23.46,23.66,23.06,95.2,6.4,11.96,53.44,0,22.65
260,2021-09-12T08:15:00-05:00,118.6,24.85,22.92,23.15,22.62,95.7,4.97,10.51,47.24,0,22.2
260,2021-09-12T08:00:00-05:00,83.5,24.88,22.42,22.38,22.1,96,4.05,7.6,48.35,0,21.75
260,2021-09-12T07:45:00-05:00,31.2,24.91,22.14,21.76,21.79,96.2,4.3,7.06,55.78,0,21.51
260,2021-09-12T07:30:00-05:00,10.21,24.93,21.97,21.46,21.65,96.2,4.54,9.58,45.07,0,21.34
260,2021-09-12T07:15:00-05:00,1.79,24.96,21.87,21.26,21.58,96.2,4.82,9.07,39.05,0,21.24
260,2021-09-12T07:00:00-05:00,0.752,24.99,21.92,21.31,21.65,96.1,3.95,5.8,39.69,0,21.27
260,2021-09-12T06:45:00-05:00,0.707,25.02,21.93,21.31,21.65,96.1,3.93,6.77,49.92,0,21.28
260,2021-09-12T06:30:00-05:00,0.694,25.05,21.97,21.35,21.65,96.1,3.29,5.04,50.56,0,21.32
260,2021-09-12T06:15:00-05:00,0.672,25.07,21.95,21.34,21.67,96.1,3.52,7.27,39.03,0,21.3
260,2021-09-12T06:00:00-05:00,0.647,25.11,21.96,21.34,21.67,96.1,3.83,7.7,43.29,0,21.31
260,2021-09-12T05:45:00-05:00,0.645,25.14,21.92,21.3,21.69,96,3.48,7.67,40.13,0,21.25
260,2021-09-12T05:30:00-05:00,0.638,25.17,21.94,21.35,21.74,96.1,3.64,8.39,56.01,0,21.29
260,2021-09-12T05:15:00-05:00,0.626,25.21,21.82,21.17,21.62,96,3.84,8.86,40.96,0,21.15
260,2021-09-12T05:00:00-05:00,0.609,25.24,21.67,20.85,21.61,95.8,3.58,6.77,29.86,0,20.97
260,2021-09-12T04:45:00-05:00,0.603,25.27,21.83,20.94,21.72,95.6,2.46,3.38,39.52,0,21.1
260,2021-09-12T04:30:00-05:00,0.62,25.3,22.07,21.15,21.87,95.4,2.08,3.13,46.39,0,21.3
260,2021-09-12T04:15:00-05:00,0.622,25.33,22.3,21.54,22,95.2,2.94,5.18,55.52,0,21.49
260,2021-09-12T04:00:00-05:00,0.619,25.36,22.41,21.7,22.08,95.1,3.31,6.08,54.87,0,21.59
260,2021-09-12T03:45:00-05:00,0.608,25.39,22.52,21.83,22.19,95,3.65,5.98,46.57,0,21.68
260,2021-09-12T03:30:00-05:00,0.604,25.42,22.61,21.93,22.3,95,3.94,7.24,50.88,0,21.77
260,2021-09-12T03:15:00-05:00,0.602,25.45,22.64,21.95,22.35,95,3.96,7.7,43.54,0,21.8
260,2021-09-12T03:00:00-05:00,0.596,25.48,22.72,22.04,22.42,95,3.45,8.28,56.84,0,21.88
260,2021-09-12T02:45:00-05:00,0.601,25.51,22.77,22.12,22.46,94.9,4.21,8.5,61.35,0,21.91
260,2021-09-12T02:30:00-05:00,0.598,25.54,22.84,22.2,22.53,94.9,4.97,7.88,51.22,0,21.98
260,2021-09-12T02:15:00-05:00,0.601,25.57,22.89,22.25,22.61,94.9,4.72,8.03,68.6,0,22.03
260,2021-09-12T02:00:00-05:00,0.599,25.6,22.92,22.28,22.62,95,4.4,8.5,55.52,0,22.08
260,2021-09-12T01:45:00-05:00,0.608,25.64,22.97,22.31,22.67,95.1,4.02,8.64,51.94,0,22.14
260,2021-09-12T01:30:00-05:00,0.608,25.67,23.05,22.43,22.76,95.2,4.52,8.5,59.29,0,22.24
260,2021-09-12T01:15:00-05:00,0.605,25.7,23.11,22.5,22.8,95.3,4.18,7.31,51.18,0,22.32
260,2021-09-12T01:00:00-05:00,0.598,25.74,23.2,22.58,22.96,95.5,4.33,7.56,54.83,0,22.44
260,2021-09-12T00:45:00-05:00,0.6,25.78,23.17,22.59,23.05,95.8,4.48,9.07,49.28,0,22.46
260,2021-09-12T00:30:00-05:00,0.596,25.82,23.05,22.47,23,96,4.83,7.67,41.16,0,22.38
260,2021-09-12T00:15:00-05:00,0.59,25.85,23.04,22.3,22.94,95.9,3.47,6.91,27.34,0,22.35
260,2021-09-12T00:00:00-05:00,0.588,25.89,23.09,22.3,23,95.8,2.01,3.46,30.06,0,22.38
260,2021-09-11T23:45:00-05:00,0.587,25.93,23.22,22.47,23.15,95.7,2.09,3.06,37.03,0,22.5
260,2021-09-11T23:30:00-05:00,0.587,25.96,23.3,22.56,23.24,95.6,2.38,4.61,48,0,22.56
260,2021-09-11T23:15:00-05:00,0.591,26,23.42,22.71,23.33,95.3,3.63,4.75,27.71,0,22.63
260,2021-09-11T23:00:00-05:00,0.593,26.04,23.72,22.93,23.47,95.3,1.49,2.77,38.05,0,22.92
260,2021-09-11T22:45:00-05:00,0.589,26.08,23.76,22.97,23.58,95.1,2.37,4.68,64.19,0,22.93
260,2021-09-11T22:30:00-05:00,0.591,26.12,23.85,23.06,23.65,95,3.33,5,54.24,0,23
260,2021-09-11T22:15:00-05:00,0.59,26.16,23.99,23.19,23.72,94.9,3.15,4.61,105.9,0,23.12
260,2021-09-11T22:00:00-05:00,0.586,26.2,23.93,23.18,23.79,94.6,3.33,6.3,59.2,0,23.01
260,2021-09-11T21:45:00-05:00,0.586,26.24,24.03,23.22,23.8,94.4,3.86,6.16,57.59,0,23.07
260,2021-09-11T21:30:00-05:00,0.587,26.28,24.19,23.33,23.86,93.9,3.59,6.05,104.4,0,23.15
260,2021-09-11T21:15:00-05:00,0.586,26.32,24.33,23.51,24,93.3,3.47,6.05,68.27,0,23.18
260,2021-09-11T21:00:00-05:00,0.59,26.35,24.53,23.8,24.21,92.9,3.9,5.87,56.06,0,23.31
260,2021-09-11T20:45:00-05:00,0.589,26.38,24.65,23.98,24.29,92.6,5.4,7.78,75,0,23.37
260,2021-09-11T20:30:00-05:00,0.588,26.41,24.72,23.99,24.39,92.2,5.72,8.86,93.3,0,23.37
260,2021-09-11T20:15:00-05:00,0.605,26.44,24.95,24.17,24.59,91,4.44,6.62,101.4,0,23.38
260,2021-09-11T20:00:00-05:00,1.041,26.46,25.18,24.45,24.79,90,4.87,7.96,75.6,0,23.42
260,2021-09-11T19:45:00-05:00,3.93,26.47,25.55,24.84,25.1,88.5,6.43,13.24,87.1,0,23.51
260,2021-09-11T19:30:00-05:00,12.84,26.49,25.82,25.19,25.38,87.7,7.92,12.02,119.7,0,23.63
260,2021-09-11T19:15:00-05:00,30.26,26.49,26.06,25.65,25.61,87.1,6.78,11.88,92,0,23.75
260,2021-09-11T19:00:00-05:00,59.13,26.49,26.31,25.99,25.81,85.9,7.07,11.64,90.7,0,23.76
260,2021-09-11T18:45:00-05:00,75.9,26.49,26.37,26.07,25.82,85.3,8.39,13.71,92.1,0,23.71
260,2021-09-11T18:30:00-05:00,108,26.48,26.63,26.57,25.95,84,9.24,13.89,95.2,0,23.71
260,2021-09-11T18:15:00-05:00,214.8,26.47,26.71,26.95,25.91,82.3,9.97,16.99,78.9,0,23.44
260,2021-09-11T18:00:00-05:00,270.3,26.46,26.44,26.72,25.69,82.1,8.64,16.99,95.1,0,23.14
260,2021-09-11T17:45:00-05:00,169.5,26.44,26.12,26.12,25.41,82,11.54,21.24,91,0,22.81
260,2021-09-11T17:30:00-05:00,304.3,26.42,26.62,26.77,25.77,81.2,14.68,23.75,103.1,0,23.13
260,2021-09-11T17:15:00-05:00,314.8,26.39,26.45,26.53,25.71,81.6,12.38,20.95,93.4,0,23.05
260,2021-09-11T17:00:00-05:00,180.2,26.34,26.05,25.86,25.4,81.8,17.25,31.17,92.1,0,22.7
260,2021-09-11T16:45:00-05:00,143.9,26.28,26.84,26.56,26.16,81,20.07,34.55,93.9,0,23.31
260,2021-09-11T16:30:00-05:00,190.6,26.22,28.45,28.34,27.72,79.5,13.55,24.8,91.7,0,24.56
260,2021-09-11T16:15:00-05:00,478.7,26.16,29.06,29.49,28.03,77.7,14.55,24.83,91.4,0,24.77
260,2021-09-11T16:00:00-05:00,649.6,26.12,28.88,29.45,27.83,79.3,14.08,22.1,90.7,0,24.94
260,2021-09-11T15:45:00-05:00,633.1,26.1,28.29,28.95,27.25,81.9,12.07,21.53,91.1,0,24.9
260,2021-09-11T15:30:00-05:00,444.5,26.06,27.19,27.54,26.41,84,9.55,15.45,94.4,0,24.25
260,2021-09-11T15:15:00-05:00,314.2,26.02,26.12,26.3,25.56,86,8.49,14,86.1,0,23.6
260,2021-09-11T15:00:00-05:00,191.3,25.97,25.76,25.56,25.27,84.4,12.52,22.93,87.3,0,22.93
260,2021-09-11T14:45:00-05:00,113.5,25.91,27.06,26.92,26.44,81.3,13.49,27.21,109.8,0,23.58
260,2021-09-11T14:30:00-05:00,346.1,25.85,28.68,28.88,27.85,78.4,14.93,24.37,84.5,0,24.55
260,2021-09-11T14:15:00-05:00,481.5,25.8,28.57,28.78,27.76,78.6,13.23,22.47,78.7,0,24.49
260,2021-09-11T14:00:00-05:00,358.2,25.74,28.33,28.51,27.55,79.2,13.94,24.33,91.1,0,24.38
260,2021-09-11T13:45:00-05:00,412.9,25.7,28.36,28.67,27.55,80,11.52,19.12,94.4,0,24.58
260,2021-09-11T13:30:00-05:00,428,25.66,28.15,28.39,27.32,79.5,13.74,22,90.1,0,24.27
260,2021-09-11T13:15:00-05:00,410.1,25.62,28.07,28.35,27.27,81.5,10.49,21.68,82.3,0,24.61
260,2021-09-11T13:00:00-05:00,254.8,25.59,27.63,27.65,26.97,81.8,10.01,16.45,93.5,0,24.24
260,2021-09-11T12:45:00-05:00,230.7,25.55,27.59,27.7,26.92,81.8,9.84,15.77,94.1,0,24.2
260,2021-09-11T12:30:00-05:00,321.5,25.52,27.6,27.78,26.86,82,11,17.14,85.5,0,24.25
260,2021-09-11T12:15:00-05:00,247.1,25.49,27.36,27.48,26.72,82.5,8.47,15.37,92.5,0,24.12
260,2021-09-11T12:00:00-05:00,198.9,25.45,27.11,27.11,26.53,83,8,13.39,98.6,0,23.98
260,2021-09-11T11:45:00-05:00,145.8,25.41,26.96,26.84,26.44,82.9,9.07,14.76,89.8,0,23.81
260,2021-09-11T11:30:00-05:00,178,25.38,27.04,26.92,26.47,82.9,9.72,16.59,97.3,0,23.89
260,2021-09-11T11:15:00-05:00,234.4,25.34,27.06,27.02,26.44,82.7,12.92,19.33,99.6,0,23.87
260,2021-09-11T11:00:00-05:00,294.8,25.31,27.1,27.26,26.4,83.9,10.93,19.04,96.8,0,24.15
260,2021-09-11T10:45:00-05:00,320.4,25.29,26.82,26.99,26.1,85.4,10.06,16.06,103.3,0,24.17
260,2021-09-11T10:30:00-05:00,285.7,25.27,26.43,26.51,25.72,86.8,9.37,16.99,96.4,0,24.05
260,2021-09-11T10:15:00-05:00,287.2,25.26,25.92,26.02,25.27,88.8,11.15,17.67,102.9,0,23.93
260,2021-09-11T10:00:00-05:00,219.2,25.25,25.49,25.42,24.91,90.4,10.67,18.72,98.5,0,23.8
260,2021-09-11T09:45:00-05:00,212.8,25.25,25.12,25.22,24.6,92.4,8.36,14.79,92.4,0,23.8
260,2021-09-11T09:30:00-05:00,209.8,25.25,24.54,24.74,24.12,94.5,6.82,10.8,78.6,0,23.6
260,2021-09-11T09:15:00-05:00,161,25.26,24.01,24.11,23.61,95.7,5.88,9.43,73.3,0,23.28
260,2021-09-11T09:00:00-05:00,122.8,25.28,23.47,23.53,23.12,96.1,4.23,7.16,56.16,0,22.81
260,2021-09-11T08:45:00-05:00,100.9,25.29,23.17,23.13,22.8,96.3,5.29,8.96,63.33,0,22.55
260,2021-09-11T08:30:00-05:00,76.1,25.32,22.9,22.78,22.56,96.5,4.16,9.72,82.1,0,22.31
260,2021-09-11T08:15:00-05:00,50.85,25.34,22.62,22.39,22.28,96.6,4.24,9.04,53.54,0,22.05
260,2021-09-11T08:00:00-05:00,29.58,25.37,22.51,22.18,22.17,96.6,3.68,6.44,39.59,0,21.94
260,2021-09-11T07:45:00-05:00,17.44,25.4,22.34,21.91,22.01,96.6,3.22,5.94,38.35,0,21.77
260,2021-09-11T07:30:00-05:00,5.62,25.43,22.34,21.81,22.07,96.6,2.51,4.46,28.51,0,21.77
260,2021-09-11T07:15:00-05:00,1.205,25.46,22.4,21.85,22.13,96.6,3.07,5.65,55.41,0,21.83
260,2021-09-11T07:00:00-05:00,0.624,25.49,22.37,21.79,22.15,96.6,2.39,4.5,71.7,0,21.8
260,2021-09-11T06:45:00-05:00,0.597,25.52,22.4,21.76,22.17,96.5,2.75,5.18,67.99,0,21.82
260,2021-09-11T06:30:00-05:00,0.589,25.55,22.51,21.81,22.22,96.5,1.74,2.56,102.5,0,21.93
260,2021-09-11T06:15:00-05:00,0.594,25.58,22.57,21.97,22.24,96.5,1.75,3.67,67.73,0,21.99
260,2021-09-11T06:00:00-05:00,0.589,25.61,22.57,22.03,22.21,96.5,2.38,4.28,49.36,0,21.99
260,2021-09-11T05:45:00-05:00,0.587,25.64,22.65,22.18,22.26,96.4,3.24,6.91,32.23,0,22.05
260,2021-09-11T05:30:00-05:00,0.589,25.67,22.71,22.24,22.32,96.4,3.08,6.12,53.94,0,22.11
260,2021-09-11T05:15:00-05:00,0.591,25.7,22.76,22.3,22.36,96.4,3.45,6.23,54.58,0,22.16
260,2021-09-11T05:00:00-05:00,0.592,25.73,22.77,22.33,22.4,96.4,4.35,8.5,41.58,0,22.17
260,2021-09-11T04:45:00-05:00,0.588,25.77,22.82,22.39,22.44,96.4,4.92,8.39,44.95,0,22.22
260,2021-09-11T04:30:00-05:00,0.588,25.81,22.83,22.33,22.45,96.4,4.07,7.06,52.96,0,22.23
260,2021-09-11T04:15:00-05:00,0.589,25.84,22.9,22.36,22.52,96.3,3.27,5.8,58.27,0,22.28
260,2021-09-11T04:00:00-05:00,0.586,25.88,23,22.45,22.57,96.3,3.06,6.05,61.64,0,22.38
260,2021-09-11T03:45:00-05:00,0.587,25.92,23.06,22.52,22.63,96.2,3.38,5.83,49.14,0,22.42
260,2021-09-11T03:30:00-05:00,0.586,25.96,23.13,22.54,22.73,96.2,3.37,7.42,39.34,0,22.49
260,2021-09-11T03:15:00-05:00,0.585,26,23.21,22.53,22.91,96.1,3.91,6.7,37.66,0,22.55
260,2021-09-11T03:00:00-05:00,0.585,26.04,23.21,22.52,22.91,96,3.76,6.52,59.09,0,22.54
260,2021-09-11T02:45:00-05:00,0.585,26.07,23.12,22.31,22.9,95.9,3.4,5.4,52.49,0,22.43
260,2021-09-11T02:30:00-05:00,0.585,26.11,23.32,22.52,23.01,95.7,2.62,4.25,21.62,0,22.59
260,2021-09-11T02:15:00-05:00,0.585,26.14,23.53,22.76,23.14,95.5,2.35,4,58.35,0,22.77
260,2021-09-11T02:00:00-05:00,0.586,26.18,23.71,22.98,23.3,95.4,1.67,2.74,50.45,0,22.93
260,2021-09-11T01:45:00-05:00,0.585,26.22,23.86,23.31,23.42,95.2,2.52,4.79,42.96,0,23.05
260,2021-09-11T01:30:00-05:00,0.587,26.25,23.98,23.47,23.52,95,4.49,6.05,76.2,0,23.13
260,2021-09-11T01:15:00-05:00,0.586,26.28,24.07,23.52,23.61,94.8,2.88,4.46,81.1,0,23.18
260,2021-09-11T01:00:00-05:00,0.587,26.31,24.17,23.66,23.69,94.6,2.94,4.86,87.4,0,23.25
260,2021-09-11T00:45:00-05:00,0.587,26.35,24.18,23.65,23.73,94.4,3.06,6.01,111.6,0,23.22
260,2021-09-11T00:30:00-05:00,0.593,26.38,24.23,23.73,23.78,94.2,4.75,11.67,84.1,0,23.24
260,2021-09-11T00:15:00-05:00,0.594,26.42,24.33,23.86,23.85,94,6.61,10.44,90.1,0,23.3
260,2021-09-11T00:00:00-05:00,0.595,26.46,24.34,23.88,23.87,94,5.53,7.42,101.9,0,23.31
260,2021-09-10T23:45:00-05:00,0.594,26.5,24.33,23.86,23.87,93.9,4.89,8.64,95.5,0,23.28
260,2021-09-10T23:30:00-05:00,0.595,26.55,24.35,23.9,23.88,93.8,5.19,8.46,90.9,0,23.29
260,2021-09-10T23:15:00-05:00,0.59,26.59,24.27,23.77,23.82,93.8,2.99,5.87,91.4,0,23.21
260,2021-09-10T23:00:00-05:00,0.589,26.64,24.17,23.65,23.73,93.6,4.41,6.26,78.9,0,23.07
260,2021-09-10T22:45:00-05:00,0.588,26.69,24.17,23.61,23.77,93.3,4.71,6.62,71,0,23.02
260,2021-09-10T22:30:00-05:00,0.588,26.74,24.23,23.61,23.87,93,5.1,7.78,90.4,0,23.03
260,2021-09-10T22:15:00-05:00,0.59,26.79,24.31,23.64,23.94,92.4,4.76,6.62,71.6,0,23
260,2021-09-10T22:00:00-05:00,0.591,26.84,24.49,23.8,24.13,91.8,5.58,9.14,98.6,0,23.07
260,2021-09-10T21:45:00-05:00,0.595,26.89,24.62,23.92,24.24,91,6.23,9.32,78.8,0,23.05
260,2021-09-10T21:30:00-05:00,0.599,26.94,24.82,24.13,24.43,90.2,6.98,11.49,88.8,0,23.11
260,2021-09-10T21:15:00-05:00,0.612,27,24.95,24.26,24.56,89.7,7.13,10.98,79.7,0,23.14
260,2021-09-10T21:00:00-05:00,0.617,27.05,25.06,24.36,24.67,89.1,8.18,13.79,82.4,0,23.14
260,2021-09-10T20:45:00-05:00,0.632,27.09,25.16,24.44,24.77,88.7,7.88,14.4,83,0,23.16
260,2021-09-10T20:30:00-05:00,0.666,27.14,25.33,24.6,24.94,88.1,7.07,11.88,81.6,0,23.22
260,2021-09-10T20:15:00-05:00,0.696,27.19,25.52,24.81,25.11,87.5,6.89,10.44,105.8,0,23.29
260,2021-09-10T20:00:00-05:00,1.562,27.24,25.72,25.05,25.28,86.9,7.27,16.24,115,0,23.38
260,2021-09-10T19:45:00-05:00,3.073,27.28,25.89,25.24,25.47,86.1,8.73,14.32,103.6,0,23.39
260,2021-09-10T19:30:00-05:00,5.11,27.31,26.02,25.34,25.63,85.4,11.38,20.2,101.5,0,23.38
260,2021-09-10T19:15:00-05:00,9.99,27.34,26.21,25.6,25.81,84.4,13.36,26.25,91.4,0,23.37
260,2021-09-10T19:00:00-05:00,13.12,27.36,26.58,26.03,26.1,82.9,14.42,27.47,87.8,0,23.44
260,2021-09-10T18:45:00-05:00,26.63,27.37,26.81,26.32,26.35,81.7,13.57,29.13,89.6,0,23.42
260,2021-09-10T18:30:00-05:00,36.87,27.37,26.95,26.55,26.49,82.2,13.31,24.91,86.6,0,23.66
260,2021-09-10T18:15:00-05:00,81.4,27.36,27.33,27.09,26.8,80.2,11.99,21.28,76.2,0,23.62
260,2021-09-10T18:00:00-05:00,203.8,27.34,28.01,28.03,27.42,77.8,12.23,24.04,68.57,0,23.78
260,2021-09-10T17:45:00-05:00,151.4,27.32,27.95,27.78,27.37,77.2,11.02,18.04,50.53,0,23.59
260,2021-09-10T17:30:00-05:00,297.2,27.3,29.19,29.38,28.44,72.8,14.98,26.89,61.28,0,23.81
260,2021-09-10T17:15:00-05:00,439,27.26,29.26,29.63,28.45,74.6,12.73,19.51,77.4,0,24.29
260,2021-09-10T17:00:00-05:00,198.8,27.22,28.61,28.59,27.98,76.6,12.87,21.74,75.7,0,24.1
260,2021-09-10T16:45:00-05:00,342,27.17,28.53,28.73,27.71,78.2,11.75,22.24,104.3,0,24.37
260,2021-09-10T16:30:00-05:00,436.4,27.11,29.82,30.13,28.82,73.8,14.77,24.22,94.4,0,24.65
260,2021-09-10T16:15:00-05:00,314.5,27.04,30.87,31.26,30.13,66.84,7.28,15.08,30.43,0,24
260,2021-09-10T16:00:00-05:00,327.4,26.96,30.51,30.67,29.86,69.25,7.73,16.56,36.76,0,24.24
260,2021-09-10T15:45:00-05:00,233.2,26.87,30.64,30.76,29.95,67.44,8.28,14.44,66.18,0,23.93
260,2021-09-10T15:30:00-05:00,535.9,26.78,31.82,32.78,30.97,63.65,6.23,11.7,82.4,0,24.08
260,2021-09-10T15:15:00-05:00,531.8,26.68,31.44,31.86,30.85,62.64,3.11,6.98,316.1,0,23.46
260,2021-09-10T15:00:00-05:00,255.3,26.56,30.9,31.2,30.12,64.34,4.88,10.08,345.5,0,23.39
260,2021-09-10T14:45:00-05:00,565.3,26.44,31.49,32.27,30.57,63.58,6.45,13.42,356.7,0,23.75
260,2021-09-10T14:30:00-05:00,720,26.32,31.45,32.34,30.87,63.88,3.11,11.56,103.1,0,23.79
260,2021-09-10T14:15:00-05:00,829,26.2,31.12,31.83,29.8,68.47,9.45,14.98,298.7,0,24.64
